workerId,problem,treatment,domain,question,options,response,correct
351,10,1,1,12,"[23, 29, 35, 41]","[[23], []]",True
352,1,4,1,19,"[22, 28, 34, 40]","[[28, 34, 22, 40], []]",False
352,2,4,1,9,"[17, 23, 29, 35]","[[17, 29, 35, 23], []]",True
352,3,4,2,16,"[31, 37, 43, 49]","[[37, 31, 49, 43], []]",False
352,4,4,2,17,"[2, 8, 14, 20]","[[8, 14, 2, 20], []]",False
352,5,4,2,11,"[21, 27, 33, 39]","[[33, 27, 39, 21], []]",False
352,6,1,1,7,"[13, 19, 25, 31]","[[13], []]",True
352,7,1,1,18,"[12, 18, 24, 30]","[[18], []]",False
352,8,1,2,12,"[23, 29, 35, 41]","[[35], []]",False
352,9,1,2,16,"[31, 37, 43, 49]","[[37], []]",False
352,10,1,2,6,"[11, 17, 23, 29]","[[23], []]",False
353,1,1,3,2,"[3, 9, 15, 21]","[[21], []]",False
353,2,1,1,12,"[23, 29, 35, 41]","[[29], []]",False
353,3,1,3,8,"[15, 21, 27, 33]","[[21], []]",False
353,4,1,3,17,"[2, 8, 14, 20]","[[2], []]",True
353,5,1,1,18,"[12, 18, 24, 30]","[[30], []]",False
353,6,4,3,14,"[27, 33, 39, 45]","[[45, 33, 27, 39], []]",False
353,7,4,1,11,"[21, 27, 33, 39]","[[21, 39, 33, 27], []]",True
353,8,4,3,15,"[29, 35, 41, 47]","[[35, 41, 29, 47], []]",False
353,9,4,3,19,"[22, 28, 34, 40]","[[40, 34, 28, 22], []]",False
353,10,4,1,1,"[1, 7, 13, 19]","[[1, 19, 13, 7], []]",True
354,1,5,3,4,"[7, 13, 19, 25]","[[25, 13, 7, 19], [13]]",False
354,2,5,1,16,"[31, 37, 43, 49]","[[43, 49, 31, 37], [37]]",False
354,3,5,1,12,"[23, 29, 35, 41]","[[29, 35, 41, 23], [29]]",False
354,4,5,3,2,"[3, 9, 15, 21]","[[21, 3, 15, 9], [3]]",False
354,5,5,2,16,"[31, 37, 43, 49]","[[49, 37, 31, 43], [43]]",False
354,6,6,3,8,"[15, 21, 27, 33]","[[21, 15, 33, 27], [15, 21, 33, 27]]",False
354,7,6,1,17,"[2, 8, 14, 20]","[[2, 8, 14, 20], [2, 14, 20, 8]]",True
354,8,6,1,6,"[11, 17, 23, 29]","[[29, 17, 11, 23], [29, 11, 17, 23]]",False
354,9,6,3,4,"[7, 13, 19, 25]","[[25, 7, 13, 19], [25, 7, 13, 19]]",False
354,10,6,2,9,"[17, 23, 29, 35]","[[35, 29, 23, 17], [23, 29, 35, 17]]",False
355,1,4,3,1,"[1, 7, 13, 19]","[[1, 19, 7, 13], []]",True
355,2,4,2,8,"[15, 21, 27, 33]","[[15, 33, 27, 21], []]",True
355,3,4,2,10,"[19, 25, 31, 37]","[[31, 25, 37, 19], []]",False
355,4,4,3,9,"[17, 23, 29, 35]","[[35, 17, 29, 23], []]",False
355,5,4,2,13,"[25, 31, 37, 43]","[[31, 37, 25, 43], []]",False
355,6,1,3,16,"[31, 37, 43, 49]","[[37], []]",False
355,7,1,2,18,"[12, 18, 24, 30]","[[12], []]",True
355,8,1,2,4,"[7, 13, 19, 25]","[[19], []]",False
355,9,1,3,14,"[27, 33, 39, 45]","[[45], []]",False
355,10,1,2,10,"[19, 25, 31, 37]","[[31], []]",False
356,1,1,3,18,"[12, 18, 24, 30]","[[12], []]",True
356,2,1,3,4,"[7, 13, 19, 25]","[[13], []]",False
356,3,1,2,15,"[29, 35, 41, 47]","[[35], []]",False
356,4,1,1,6,"[11, 17, 23, 29]","[[11], []]",True
356,5,1,2,13,"[25, 31, 37, 43]","[[31], []]",False
356,6,4,3,4,"[7, 13, 19, 25]","[[13, 19, 25, 7], []]",False
356,7,4,3,10,"[19, 25, 31, 37]","[[19, 25, 37, 31], []]",True
356,8,4,2,4,"[7, 13, 19, 25]","[[19, 7, 25, 13], []]",False
356,9,4,1,7,"[13, 19, 25, 31]","[[13, 19, 25, 31], []]",True
356,10,4,2,19,"[22, 28, 34, 40]","[[28, 40, 34, 22], []]",False
357,1,1,3,9,"[17, 23, 29, 35]","[[35], []]",False
357,2,1,2,6,"[11, 17, 23, 29]","[[17], []]",False
357,3,1,1,6,"[11, 17, 23, 29]","[[11], []]",True
357,4,1,1,12,"[23, 29, 35, 41]","[[35], []]",False
357,5,1,1,1,"[1, 7, 13, 19]","[[1], []]",True
357,6,3,3,14,"[27, 33, 39, 45]","[[45], [33, 45, 27, 39]]",False
357,7,3,2,18,"[12, 18, 24, 30]","[[24], [24, 18, 30, 12]]",False
357,8,3,1,1,"[1, 7, 13, 19]","[[1], [1, 7, 19, 13]]",True
357,9,3,1,2,"[3, 9, 15, 21]","[[3], [3, 9, 15, 21]]",True
357,10,3,1,6,"[11, 17, 23, 29]","[[11], [11, 29, 17, 23]]",True
358,1,3,2,17,"[2, 8, 14, 20]","[[8], [8, 14, 20, 2]]",False
358,2,3,2,1,"[1, 7, 13, 19]","[[7], [7, 1, 19, 13]]",False
358,3,3,2,16,"[31, 37, 43, 49]","[[49], [49, 37, 31, 43]]",False
358,4,3,1,8,"[15, 21, 27, 33]","[[21], [21, 15, 33, 27]]",False
358,5,3,1,17,"[2, 8, 14, 20]","[[2], [2, 20, 8, 14]]",True
358,6,5,2,15,"[29, 35, 41, 47]","[[35, 47, 41, 29], [35]]",False
358,7,5,2,8,"[15, 21, 27, 33]","[[15, 27, 33, 21], [15]]",True
358,8,5,2,19,"[22, 28, 34, 40]","[[28, 34, 40, 22], [28]]",False
358,9,5,1,3,"[5, 11, 17, 23]","[[11, 5, 17, 23], [11]]",False
358,10,5,1,14,"[27, 33, 39, 45]","[[33, 45, 39, 27], [33]]",False
359,1,6,3,20,"[32, 38, 44, 50]","[[38, 32, 50, 44], [38, 44, 50, 32]]",False
359,2,6,2,11,"[21, 27, 33, 39]","[[33, 27, 39, 21], [33, 27, 39, 21]]",False
359,3,6,3,3,"[5, 11, 17, 23]","[[5, 17, 11, 23], [11, 17, 23, 5]]",True
359,4,6,1,4,"[7, 13, 19, 25]","[[25, 7, 19, 13], [25, 19, 7, 13]]",False
359,5,6,3,16,"[31, 37, 43, 49]","[[37, 49, 43, 31], [49, 43, 37, 31]]",False
359,6,1,3,15,"[29, 35, 41, 47]","[[35], []]",False
359,7,1,2,9,"[17, 23, 29, 35]","[[23], []]",False
359,8,1,3,13,"[25, 31, 37, 43]","[[37], []]",False
359,9,1,1,5,"[9, 15, 21, 27]","[[9], []]",True
359,10,1,3,17,"[2, 8, 14, 20]","[[8], []]",False
360,1,2,3,7,"[13, 19, 25, 31]","[[19], [31]]",False
360,2,2,2,15,"[29, 35, 41, 47]","[[35], [35]]",False
360,3,2,1,7,"[13, 19, 25, 31]","[[19], [19]]",False
360,4,2,2,1,"[1, 7, 13, 19]","[[19], [1]]",False
360,5,2,1,11,"[21, 27, 33, 39]","[[21], [21]]",True
360,6,3,3,19,"[22, 28, 34, 40]","[[28], [40, 28, 34, 22]]",False
360,7,3,2,13,"[25, 31, 37, 43]","[[37], [31, 37, 43, 25]]",False
360,8,3,1,2,"[3, 9, 15, 21]","[[3], [3, 9, 21, 15]]",True
360,9,3,2,18,"[12, 18, 24, 30]","[[18], [24, 18, 30, 12]]",False
360,10,3,1,15,"[29, 35, 41, 47]","[[29], [29, 41, 47, 35]]",True
361,1,4,3,8,"[15, 21, 27, 33]","[[15, 21, 27, 33], []]",True
361,2,4,3,5,"[9, 15, 21, 27]","[[15, 21, 27, 9], []]",False
361,3,4,2,7,"[13, 19, 25, 31]","[[25, 13, 31, 19], []]",False
361,4,4,1,19,"[22, 28, 34, 40]","[[28, 22, 34, 40], []]",False
361,5,4,1,7,"[13, 19, 25, 31]","[[19, 13, 25, 31], []]",False
361,6,3,3,13,"[25, 31, 37, 43]","[[37], [37, 31, 25, 43]]",False
361,7,3,3,3,"[5, 11, 17, 23]","[[17], [17, 23, 11, 5]]",False
361,8,3,2,20,"[32, 38, 44, 50]","[[44], [44, 38, 32, 50]]",False
361,9,3,1,18,"[12, 18, 24, 30]","[[30], [30, 24, 18, 12]]",False
361,10,3,1,12,"[23, 29, 35, 41]","[[29], [29, 41, 23, 35]]",False
362,1,1,1,14,"[27, 33, 39, 45]","[[45], []]",False
362,2,1,1,3,"[5, 11, 17, 23]","[[11], []]",False
362,3,1,1,7,"[13, 19, 25, 31]","[[25], []]",False
362,4,1,2,14,"[27, 33, 39, 45]","[[27], []]",True
362,5,1,3,4,"[7, 13, 19, 25]","[[19], []]",False
362,6,6,1,8,"[15, 21, 27, 33]","[[21, 27, 15, 33], [15, 27, 33, 21]]",False
362,7,6,1,7,"[13, 19, 25, 31]","[[25, 13, 19, 31], [19, 13, 25, 31]]",False
362,8,6,1,2,"[3, 9, 15, 21]","[[3, 9, 21, 15], [9, 3, 21, 15]]",True
362,9,6,2,12,"[23, 29, 35, 41]","[[23, 35, 29, 41], [35, 23, 29, 41]]",True
362,10,6,3,6,"[11, 17, 23, 29]","[[29, 11, 17, 23], [23, 11, 29, 17]]",False
363,1,6,1,12,"[23, 29, 35, 41]","[[41, 29, 35, 23], [41, 35, 29, 23]]",False
363,2,6,1,1,"[1, 7, 13, 19]","[[1, 13, 19, 7], [1, 13, 19, 7]]",True
363,3,6,2,11,"[21, 27, 33, 39]","[[27, 39, 21, 33], [27, 21, 39, 33]]",False
363,4,6,1,2,"[3, 9, 15, 21]","[[3, 9, 21, 15], [3, 15, 9, 21]]",True
363,5,6,1,13,"[25, 31, 37, 43]","[[25, 43, 37, 31], [25, 43, 37, 31]]",True
363,6,3,1,5,"[9, 15, 21, 27]","[[21], [9, 21, 15, 27]]",False
363,7,3,1,10,"[19, 25, 31, 37]","[[19], [25, 19, 37, 31]]",True
363,8,3,2,10,"[19, 25, 31, 37]","[[37], [37, 31, 25, 19]]",False
363,9,3,1,3,"[5, 11, 17, 23]","[[5], [5, 11, 17, 23]]",True
363,10,3,1,16,"[31, 37, 43, 49]","[[37], [37, 31, 43, 49]]",False
364,1,2,2,15,"[29, 35, 41, 47]","[[35], [29]]",False
364,2,2,2,11,"[21, 27, 33, 39]","[[27], [33]]",False
364,3,2,3,19,"[22, 28, 34, 40]","[[28], [34]]",False
364,4,2,3,17,"[2, 8, 14, 20]","[[20], [20]]",False
364,5,2,2,5,"[9, 15, 21, 27]","[[27], [15]]",False
364,6,1,2,5,"[9, 15, 21, 27]","[[15], []]",False
364,7,1,2,20,"[32, 38, 44, 50]","[[38], []]",False
364,8,1,3,14,"[27, 33, 39, 45]","[[45], []]",False
364,9,1,3,10,"[19, 25, 31, 37]","[[37], []]",False
364,10,1,2,12,"[23, 29, 35, 41]","[[23], []]",True
365,1,4,3,17,"[2, 8, 14, 20]","[[2, 20, 14, 8], []]",True
365,2,4,1,20,"[32, 38, 44, 50]","[[38, 32, 44, 50], []]",False
365,3,4,3,18,"[12, 18, 24, 30]","[[12, 24, 30, 18], []]",True
365,4,4,1,16,"[31, 37, 43, 49]","[[37, 43, 49, 31], []]",False
365,5,4,2,5,"[9, 15, 21, 27]","[[15, 27, 21, 9], []]",False
365,6,2,3,11,"[21, 27, 33, 39]","[[21], [33]]",True
365,7,2,1,15,"[29, 35, 41, 47]","[[41], [41]]",False
365,8,2,3,5,"[9, 15, 21, 27]","[[15], [27]]",False
365,9,2,1,4,"[7, 13, 19, 25]","[[19], [25]]",False
365,10,2,2,18,"[12, 18, 24, 30]","[[12], [12]]",True
366,1,4,2,12,"[23, 29, 35, 41]","[[35, 29, 23, 41], []]",False
366,2,4,3,3,"[5, 11, 17, 23]","[[5, 23, 11, 17], []]",True
366,3,4,2,14,"[27, 33, 39, 45]","[[27, 33, 39, 45], []]",True
366,4,4,3,17,"[2, 8, 14, 20]","[[2, 20, 14, 8], []]",True
366,5,4,2,20,"[32, 38, 44, 50]","[[44, 38, 32, 50], []]",False
366,6,2,2,20,"[32, 38, 44, 50]","[[44], [38]]",False
366,7,2,3,4,"[7, 13, 19, 25]","[[19], [25]]",False
366,8,2,2,14,"[27, 33, 39, 45]","[[27], [27]]",True
366,9,2,3,13,"[25, 31, 37, 43]","[[43], [25]]",False
366,10,2,2,19,"[22, 28, 34, 40]","[[40], [40]]",False
367,1,5,2,19,"[22, 28, 34, 40]","[[22, 28, 34, 40], [22]]",True
367,2,5,1,3,"[5, 11, 17, 23]","[[11, 5, 17, 23], [11]]",False
367,3,5,2,6,"[11, 17, 23, 29]","[[23, 17, 11, 29], [23]]",False
367,4,5,1,17,"[2, 8, 14, 20]","[[2, 20, 8, 14], [20]]",True
367,5,5,2,8,"[15, 21, 27, 33]","[[15, 33, 21, 27], [15]]",True
367,6,1,2,3,"[5, 11, 17, 23]","[[23], []]",False
367,7,1,1,2,"[3, 9, 15, 21]","[[9], []]",False
367,8,1,2,6,"[11, 17, 23, 29]","[[23], []]",False
367,9,1,1,1,"[1, 7, 13, 19]","[[1], []]",True
367,10,1,2,1,"[1, 7, 13, 19]","[[1], []]",True
368,1,1,2,15,"[29, 35, 41, 47]","[[35], []]",False
368,2,1,3,4,"[7, 13, 19, 25]","[[7], []]",True
368,3,1,3,2,"[3, 9, 15, 21]","[[21], []]",False
368,4,1,3,11,"[21, 27, 33, 39]","[[21], []]",True
368,5,1,2,16,"[31, 37, 43, 49]","[[37], []]",False
368,6,3,2,2,"[3, 9, 15, 21]","[[15], [21, 15, 3, 9]]",False
368,7,3,3,16,"[31, 37, 43, 49]","[[37], [31, 37, 43, 49]]",False
368,8,3,3,18,"[12, 18, 24, 30]","[[30], [30, 12, 24, 18]]",False
368,9,3,3,15,"[29, 35, 41, 47]","[[35], [41, 29, 47, 35]]",False
368,10,3,2,1,"[1, 7, 13, 19]","[[1], [1, 7, 13, 19]]",True
369,1,2,3,9,"[17, 23, 29, 35]","[[23], [35]]",False
369,2,2,2,4,"[7, 13, 19, 25]","[[7], [7]]",True
369,3,2,3,6,"[11, 17, 23, 29]","[[11], [29]]",True
369,4,2,3,17,"[2, 8, 14, 20]","[[20], [2]]",False
369,5,2,1,9,"[17, 23, 29, 35]","[[29], [17]]",False
369,6,1,3,3,"[5, 11, 17, 23]","[[23], []]",False
369,7,1,2,1,"[1, 7, 13, 19]","[[7], []]",False
369,8,1,3,2,"[3, 9, 15, 21]","[[3], []]",True
369,9,1,3,10,"[19, 25, 31, 37]","[[37], []]",False
369,10,1,1,3,"[5, 11, 17, 23]","[[11], []]",False
370,1,1,2,11,"[21, 27, 33, 39]","[[27], []]",False
370,2,1,1,2,"[3, 9, 15, 21]","[[15], []]",False
370,3,1,2,15,"[29, 35, 41, 47]","[[35], []]",False
370,4,1,3,12,"[23, 29, 35, 41]","[[35], []]",False
370,5,1,2,20,"[32, 38, 44, 50]","[[38], []]",False
370,6,4,2,1,"[1, 7, 13, 19]","[[19, 1, 7, 13], []]",False
370,7,4,1,15,"[29, 35, 41, 47]","[[29, 41, 35, 47], []]",True
370,8,4,2,16,"[31, 37, 43, 49]","[[37, 31, 49, 43], []]",False
370,9,4,3,18,"[12, 18, 24, 30]","[[12, 30, 24, 18], []]",True
370,10,4,2,17,"[2, 8, 14, 20]","[[2, 8, 14, 20], []]",True
371,1,2,3,2,"[3, 9, 15, 21]","[[3], [15]]",True
371,2,2,3,6,"[11, 17, 23, 29]","[[17], [17]]",False
371,3,2,2,2,"[3, 9, 15, 21]","[[15], [15]]",False
371,4,2,3,9,"[17, 23, 29, 35]","[[17], [35]]",True
371,5,2,3,11,"[21, 27, 33, 39]","[[39], [39]]",False
371,6,1,3,12,"[23, 29, 35, 41]","[[41], []]",False
371,7,1,3,11,"[21, 27, 33, 39]","[[39], []]",False
371,8,1,2,9,"[17, 23, 29, 35]","[[35], []]",False
371,9,1,3,5,"[9, 15, 21, 27]","[[15], []]",False
371,10,1,3,8,"[15, 21, 27, 33]","[[15], []]",True
372,1,3,3,7,"[13, 19, 25, 31]","[[19], [25, 19, 13, 31]]",False
372,2,3,1,19,"[22, 28, 34, 40]","[[40], [40, 28, 34, 22]]",False
372,3,3,2,3,"[5, 11, 17, 23]","[[23], [11, 23, 17, 5]]",False
372,4,3,3,3,"[5, 11, 17, 23]","[[17], [11, 17, 23, 5]]",False
372,5,3,2,14,"[27, 33, 39, 45]","[[27], [27, 33, 39, 45]]",True
372,6,6,3,14,"[27, 33, 39, 45]","[[33, 45, 39, 27], [45, 39, 33, 27]]",False
372,7,6,1,19,"[22, 28, 34, 40]","[[40, 28, 22, 34], [40, 28, 34, 22]]",False
372,8,6,2,16,"[31, 37, 43, 49]","[[49, 37, 31, 43], [37, 49, 31, 43]]",False
372,9,6,3,20,"[32, 38, 44, 50]","[[38, 32, 50, 44], [50, 38, 32, 44]]",False
372,10,6,2,6,"[11, 17, 23, 29]","[[23, 17, 11, 29], [11, 23, 17, 29]]",False
373,1,3,2,19,"[22, 28, 34, 40]","[[28], [22, 28, 34, 40]]",False
373,2,3,3,15,"[29, 35, 41, 47]","[[35], [35, 41, 29, 47]]",False
373,3,3,1,5,"[9, 15, 21, 27]","[[9], [9, 27, 21, 15]]",True
373,4,3,2,3,"[5, 11, 17, 23]","[[5], [5, 17, 23, 11]]",True
373,5,3,1,17,"[2, 8, 14, 20]","[[2], [2, 20, 14, 8]]",True
373,6,1,2,13,"[25, 31, 37, 43]","[[31], []]",False
373,7,1,3,18,"[12, 18, 24, 30]","[[12], []]",True
373,8,1,1,1,"[1, 7, 13, 19]","[[1], []]",True
373,9,1,2,1,"[1, 7, 13, 19]","[[1], []]",True
373,10,1,1,4,"[7, 13, 19, 25]","[[7], []]",True
374,1,5,3,6,"[11, 17, 23, 29]","[[17, 11, 23, 29], [17]]",False
374,2,5,3,13,"[25, 31, 37, 43]","[[43, 25, 31, 37], [37]]",False
374,3,5,2,4,"[7, 13, 19, 25]","[[7, 19, 13, 25], [7]]",True
374,4,5,2,14,"[27, 33, 39, 45]","[[33, 39, 27, 45], [33]]",False
374,5,5,3,12,"[23, 29, 35, 41]","[[35, 41, 23, 29], [35]]",False
374,6,3,3,10,"[19, 25, 31, 37]","[[19], [19, 25, 37, 31]]",True
374,7,3,3,2,"[3, 9, 15, 21]","[[15], [15, 21, 3, 9]]",False
374,8,3,2,20,"[32, 38, 44, 50]","[[38], [38, 32, 44, 50]]",False
374,9,3,2,2,"[3, 9, 15, 21]","[[15], [15, 3, 21, 9]]",False
374,10,3,3,8,"[15, 21, 27, 33]","[[15], [15, 21, 33, 27]]",True
375,1,6,2,11,"[21, 27, 33, 39]","[[27, 33, 39, 21], [33, 27, 39, 21]]",False
375,2,6,1,11,"[21, 27, 33, 39]","[[27, 21, 39, 33], [21, 39, 27, 33]]",False
375,3,6,3,9,"[17, 23, 29, 35]","[[35, 29, 17, 23], [35, 29, 17, 23]]",False
375,4,6,2,18,"[12, 18, 24, 30]","[[18, 30, 12, 24], [30, 18, 24, 12]]",False
375,5,6,2,20,"[32, 38, 44, 50]","[[38, 32, 44, 50], [32, 38, 50, 44]]",False
375,6,2,2,8,"[15, 21, 27, 33]","[[15], [15]]",True
375,7,2,1,2,"[3, 9, 15, 21]","[[3], [3]]",True
375,8,2,3,8,"[15, 21, 27, 33]","[[15], [21]]",True
375,9,2,2,19,"[22, 28, 34, 40]","[[40], [28]]",False
375,10,2,2,10,"[19, 25, 31, 37]","[[31], [19]]",False
376,1,2,2,11,"[21, 27, 33, 39]","[[33], [33]]",False
376,2,2,2,6,"[11, 17, 23, 29]","[[11], [23]]",True
376,3,2,3,10,"[19, 25, 31, 37]","[[19], [31]]",True
376,4,2,2,18,"[12, 18, 24, 30]","[[30], [24]]",False
376,5,2,1,3,"[5, 11, 17, 23]","[[11], [5]]",False
376,6,5,2,20,"[32, 38, 44, 50]","[[44, 32, 50, 38], [38]]",False
376,7,5,2,5,"[9, 15, 21, 27]","[[15, 27, 9, 21], [15]]",False
376,8,5,3,15,"[29, 35, 41, 47]","[[35, 41, 29, 47], [35]]",False
376,9,5,2,7,"[13, 19, 25, 31]","[[13, 31, 25, 19], [25]]",True
376,10,5,1,12,"[23, 29, 35, 41]","[[29, 35, 23, 41], [29]]",False
377,1,6,3,19,"[22, 28, 34, 40]","[[40, 28, 34, 22], [34, 40, 28, 22]]",False
377,2,6,1,2,"[3, 9, 15, 21]","[[9, 3, 15, 21], [9, 3, 15, 21]]",False
377,3,6,2,7,"[13, 19, 25, 31]","[[19, 31, 25, 13], [31, 19, 25, 13]]",False
377,4,6,3,11,"[21, 27, 33, 39]","[[21, 39, 27, 33], [39, 21, 33, 27]]",True
377,5,6,3,8,"[15, 21, 27, 33]","[[15, 21, 27, 33], [21, 15, 33, 27]]",True
377,6,4,3,15,"[29, 35, 41, 47]","[[41, 35, 29, 47], []]",False
377,7,4,1,17,"[2, 8, 14, 20]","[[2, 20, 14, 8], []]",True
377,8,4,2,18,"[12, 18, 24, 30]","[[24, 12, 30, 18], []]",False
377,9,4,3,5,"[9, 15, 21, 27]","[[15, 21, 27, 9], []]",False
377,10,4,3,18,"[12, 18, 24, 30]","[[12, 24, 30, 18], []]",True
378,1,6,1,1,"[1, 7, 13, 19]","[[1, 13, 19, 7], [7, 1, 13, 19]]",True
378,2,6,1,16,"[31, 37, 43, 49]","[[31, 37, 43, 49], [43, 49, 37, 31]]",True
378,3,6,1,9,"[17, 23, 29, 35]","[[23, 17, 29, 35], [23, 35, 29, 17]]",False
378,4,6,2,4,"[7, 13, 19, 25]","[[7, 19, 13, 25], [19, 7, 25, 13]]",True
378,5,6,2,12,"[23, 29, 35, 41]","[[35, 23, 29, 41], [23, 35, 41, 29]]",False
378,6,3,1,4,"[7, 13, 19, 25]","[[7], [13, 25, 19, 7]]",True
378,7,3,1,11,"[21, 27, 33, 39]","[[27], [33, 27, 39, 21]]",False
378,8,3,1,6,"[11, 17, 23, 29]","[[11], [11, 29, 23, 17]]",True
378,9,3,2,10,"[19, 25, 31, 37]","[[37], [37, 19, 31, 25]]",False
378,10,3,2,12,"[23, 29, 35, 41]","[[35], [35, 29, 23, 41]]",False
379,1,6,3,19,"[22, 28, 34, 40]","[[40, 28, 22, 34], [40, 34, 28, 22]]",False
379,2,6,1,11,"[21, 27, 33, 39]","[[21, 39, 33, 27], [39, 21, 27, 33]]",True
379,3,6,3,5,"[9, 15, 21, 27]","[[15, 9, 21, 27], [21, 15, 9, 27]]",False
379,4,6,3,16,"[31, 37, 43, 49]","[[49, 43, 37, 31], [49, 37, 43, 31]]",False
379,5,6,1,17,"[2, 8, 14, 20]","[[2, 8, 14, 20], [2, 14, 20, 8]]",True
379,6,1,3,20,"[32, 38, 44, 50]","[[44], []]",False
379,7,1,1,17,"[2, 8, 14, 20]","[[2], []]",True
379,8,1,3,6,"[11, 17, 23, 29]","[[23], []]",False
379,9,1,3,4,"[7, 13, 19, 25]","[[7], []]",True
379,10,1,1,19,"[22, 28, 34, 40]","[[40], []]",False
380,1,5,1,4,"[7, 13, 19, 25]","[[13, 19, 25, 7], [19]]",False
380,2,5,3,11,"[21, 27, 33, 39]","[[27, 21, 33, 39], [27]]",False
380,3,5,3,13,"[25, 31, 37, 43]","[[37, 43, 31, 25], [43]]",False
380,4,5,3,1,"[1, 7, 13, 19]","[[1, 7, 13, 19], [1]]",True
380,5,5,2,7,"[13, 19, 25, 31]","[[31, 19, 25, 13], [31]]",False
380,6,3,1,18,"[12, 18, 24, 30]","[[18], [18, 24, 30, 12]]",False
380,7,3,3,3,"[5, 11, 17, 23]","[[23], [23, 17, 5, 11]]",False
380,8,3,3,8,"[15, 21, 27, 33]","[[15], [15, 33, 27, 21]]",True
380,9,3,3,12,"[23, 29, 35, 41]","[[23], [23, 41, 29, 35]]",True
380,10,3,2,16,"[31, 37, 43, 49]","[[31], [31, 37, 49, 43]]",True
381,1,3,2,16,"[31, 37, 43, 49]","[[31], [31, 49, 37, 43]]",True
381,2,3,2,4,"[7, 13, 19, 25]","[[7], [7, 25, 19, 13]]",True
381,3,3,2,13,"[25, 31, 37, 43]","[[31], [31, 37, 25, 43]]",False
381,4,3,1,12,"[23, 29, 35, 41]","[[29], [29, 35, 41, 23]]",False
381,5,3,1,16,"[31, 37, 43, 49]","[[31], [49, 31, 37, 43]]",True
381,6,5,2,5,"[9, 15, 21, 27]","[[15, 27, 21, 9], [27]]",False
381,7,5,2,9,"[17, 23, 29, 35]","[[35, 17, 29, 23], [35]]",False
381,8,5,2,11,"[21, 27, 33, 39]","[[27, 33, 39, 21], [39]]",False
381,9,5,1,18,"[12, 18, 24, 30]","[[12, 30, 24, 18], [12]]",True
381,10,5,1,6,"[11, 17, 23, 29]","[[11, 29, 17, 23], [11]]",True
382,1,5,2,5,"[9, 15, 21, 27]","[[27, 15, 21, 9], [27]]",False
382,2,5,3,6,"[11, 17, 23, 29]","[[17, 29, 11, 23], [17]]",False
382,3,5,3,3,"[5, 11, 17, 23]","[[17, 11, 23, 5], [17]]",False
382,4,5,3,10,"[19, 25, 31, 37]","[[19, 37, 25, 31], [37]]",True
382,5,5,2,19,"[22, 28, 34, 40]","[[22, 34, 40, 28], [40]]",True
382,6,3,2,5,"[9, 15, 21, 27]","[[15], [15, 27, 21, 9]]",False
382,7,3,3,2,"[3, 9, 15, 21]","[[3], [3, 15, 21, 9]]",True
382,8,3,3,11,"[21, 27, 33, 39]","[[21], [21, 39, 27, 33]]",True
382,9,3,3,9,"[17, 23, 29, 35]","[[17], [17, 35, 29, 23]]",True
382,10,3,2,17,"[2, 8, 14, 20]","[[8], [8, 2, 14, 20]]",False
383,1,2,3,15,"[29, 35, 41, 47]","[[35], [41]]",False
383,2,2,2,12,"[23, 29, 35, 41]","[[23], [35]]",True
383,3,2,3,11,"[21, 27, 33, 39]","[[21], [21]]",True
383,4,2,2,4,"[7, 13, 19, 25]","[[7], [7]]",True
383,5,2,1,11,"[21, 27, 33, 39]","[[33], [21]]",False
383,6,6,3,5,"[9, 15, 21, 27]","[[21, 15, 9, 27], [15, 21, 27, 9]]",False
383,7,6,2,4,"[7, 13, 19, 25]","[[7, 19, 25, 13], [7, 25, 13, 19]]",True
383,8,6,3,4,"[7, 13, 19, 25]","[[7, 19, 25, 13], [7, 19, 25, 13]]",True
383,9,6,2,19,"[22, 28, 34, 40]","[[22, 34, 28, 40], [34, 22, 28, 40]]",True
383,10,6,1,2,"[3, 9, 15, 21]","[[9, 3, 21, 15], [3, 9, 21, 15]]",False
384,1,3,3,1,"[1, 7, 13, 19]","[[7], [7, 1, 19, 13]]",False
384,2,3,1,3,"[5, 11, 17, 23]","[[11], [11, 17, 5, 23]]",False
384,3,3,3,8,"[15, 21, 27, 33]","[[15], [15, 21, 27, 33]]",True
384,4,3,1,13,"[25, 31, 37, 43]","[[25], [25, 37, 31, 43]]",True
384,5,3,2,5,"[9, 15, 21, 27]","[[15], [15, 21, 9, 27]]",False
384,6,1,3,1,"[1, 7, 13, 19]","[[1], []]",True
384,7,1,1,18,"[12, 18, 24, 30]","[[18], []]",False
384,8,1,3,20,"[32, 38, 44, 50]","[[38], []]",False
384,9,1,1,1,"[1, 7, 13, 19]","[[1], []]",True
384,10,1,2,6,"[11, 17, 23, 29]","[[11], []]",True
385,1,1,1,19,"[22, 28, 34, 40]","[[22], []]",True
385,2,1,1,17,"[2, 8, 14, 20]","[[2], []]",True
385,3,1,3,7,"[13, 19, 25, 31]","[[25], []]",False
385,4,1,1,16,"[31, 37, 43, 49]","[[49], []]",False
385,5,1,3,8,"[15, 21, 27, 33]","[[15], []]",True
385,6,6,1,6,"[11, 17, 23, 29]","[[23, 17, 29, 11], [23, 17, 29, 11]]",False
385,7,6,1,5,"[9, 15, 21, 27]","[[9, 27, 21, 15], [9, 27, 21, 15]]",True
385,8,6,3,11,"[21, 27, 33, 39]","[[39, 21, 33, 27], [21, 39, 33, 27]]",False
